time,relative_humidity,temperature
1572560513518,57.0,25.6
1572560440292,56.9,25.7
1572560394661,57.0,25.6
1572560360052,57.1,25.7
1572560346362,57.0,25.6
1572560318892,57.0,25.6
1572560281188,57.0,25.6
1572560267357,57.1,25.6
1572560259779,57.1,25.7
1572560219627,57.1,25.6
1572560202666,57.1,25.7
1572560168021,57.0,25.6
1572560154491,57.2,25.6
1572559977628,57.0,25.6
1572559967367,57.1,25.7
1572559898437,57.2,25.6
1572559878072,57.2,25.7
1572559836935,57.2,25.6
1572559789414,57.3,25.7
1572559690824,57.2,25.7
1572559620166,57.1,25.7
1572559560131,57.2,25.6
1572559511148,57.3,25.6
1572559451757,57.3,25.6
1572559375828,57.4,25.6
1572559372395,57.2,25.6
1572559352223,57.2,25.6
1572559292783,57.3,25.6
1572559282673,57.3,25.6
1572559080134,57.4,25.7
1572559062760,57.5,25.6
1572559045849,57.4,25.6
1572559014856,57.4,25.6
1572559004532,57.4,25.6
1572558936035,57.4,25.6
1572558910483,57.5,25.6
1572558882480,57.6,25.7
1572558840638,57.6,25.6
1572558781243,57.5,25.7
1572558738459,57.6,25.5
1572558731119,57.5,25.6
1572558703430,57.5,25.6
1572558685186,57.5,25.6
1572558631682,57.5,25.6
1572558620996,57.5,25.6
1572558573065,57.5,25.6
1572558535626,57.6,25.5
1572558524951,57.6,25.6
1572558506777,57.7,25.6
1572558492685,57.5,25.6
1572558481921,57.6,25.6
1572558415096,57.7,25.6
1572558324627,57.7,25.6
1572558307357,57.7,25.6
1572558291684,57.7,25.6
1572558250824,57.7,25.6
1572558243144,57.7,25.6
1572558098072,57.7,25.6
1572558059608,57.7,25.6
1572558052529,57.8,25.5
1572558034905,57.8,25.6
1572558027915,57.9,25.6
1572557968985,57.9,25.6
1572557947696,57.9,25.5
1572557927326,57.8,25.5
1572557857841,57.8,25.6
1572557843606,57.8,25.6
1572557808709,57.9,25.6
1572557771489,57.9,25.6
1572557760888,57.9,25.6
1572557679866,57.8,25.5
1572557652007,57.8,25.6
1572557624412,57.8,25.5
1572557606982,57.8,25.6
1572557553973,57.9,25.5
1572557495661,57.9,25.6
1572557463584,57.9,25.6
1572557425365,58.0,25.6
1572557406285,57.9,25.5
1572557399280,57.9,25.4
1572557374946,57.9,25.4
1572557202059,57.8,25.5
1572557174041,57.9,25.4
1572557129495,58.0,25.6
1572557122505,57.9,25.5
1572557115121,57.9,25.4
1572557079907,57.9,25.6
1572557023422,57.9,25.5
1572556992910,57.8,25.5
1572556871994,58.0,25.5
1572556813026,58.0,25.4
1572556746716,58.0,25.5
1572556721814,57.9,25.4
1572556669534,58.0,25.5
1572556649501,58.0,25.6
1572556613845,58.1,25.5
1572556592127,58.0,25.6
1572556574416,57.9,25.5
1572556563767,57.9,25.5
1572556556072,58.0,25.6
1572556537661,58.0,25.6
1572556499784,58.1,25.5
1572556448886,58.0,25.5
1572556427671,58.0,25.5
1572556406450,58.0,25.4
1572556299439,58.0,25.4
1572556199099,58.0,25.4
1572556153483,58.1,25.5
1572556135214,58.0,25.4
1572556106017,58.1,25.5
1572556078075,58.0,25.4
1572556067445,58.1,25.5
1572556053357,58.0,25.5
1572556023563,58.0,25.4
1572555955469,58.1,25.4
1572555935277,58.0,25.4
1572555917476,58.0,25.4
1572555910128,58.0,25.5
1572555895541,58.0,25.4
1572555880096,58.0,25.4
1572555836724,58.2,25.4
1572555800594,58.0,25.4
1572555720589,58.0,25.4
1572555705456,58.0,25.5
1572555680925,58.0,25.4
1572555659104,58.0,25.5
1572555655261,58.0,25.4
1572555651278,58.0,25.4
1572555632275,58.0,25.4
1572555555439,58.1,25.3
1572555431684,58.0,25.5
1572555399744,58.0,25.4
1572555337447,58.0,25.4
1572555212445,58.0,25.4
1572555140901,57.9,25.4
1572555095517,58.0,25.4
1572555032316,57.9,25.3
1572555002906,57.9,25.3
1572554982443,58.0,25.3
1572554931785,57.9,25.3
1572554890235,57.9,25.4
1572554823969,57.9,25.4
1572554760030,58.0,25.4
1572554708173,57.9,25.4
1572554650758,57.9,25.4
1572554522392,57.9,25.4
1572554518936,57.9,25.4
1572554465651,57.9,25.4
1572554447973,57.8,25.4
1572554414030,58.0,25.4
1572554403686,57.9,25.4
1572554365516,57.9,25.4
1572554314263,57.9,25.3
1572554259199,58.0,25.4
1572554189090,58.0,25.3
1572554117414,57.9,25.3
1572554082403,57.9,25.3
1572554047614,57.9,25.3
1572554012200,57.9,25.3
1572553988344,57.9,25.3
1572553968043,57.9,25.3
1572553947559,57.9,25.4
1572553933493,57.9,25.3
1572553930000,57.9,25.2
1572553905938,57.9,25.3
1572553887665,57.8,25.3
1572553835641,57.9,25.4
1572553783392,57.9,25.3
1572553621596,57.9,25.3
1572553597650,57.9,25.2
1572553577510,57.8,25.4
1572553447446,57.9,25.3
1572553399602,57.8,25.3
1572553385204,57.8,25.3
1572553349099,57.8,25.3
1572553297490,57.8,25.3
1572553177902,57.8,25.3
